KRAS	103508.7719/1Mbp
FILIP1	2465.0781/1Mbp
GRB14	2464.5718/1Mbp
ZP4	2464.5718/1Mbp
FHOD3	2464.5718/1Mbp
UBP1	2464.5718/1Mbp
DPF2	2463.0542/1Mbp
ALOX15B	2461.8415/1Mbp
ABCA9	2461.5385/1Mbp
CELA3A	2460.0246/1Mbp
NR5A2	2460.0246/1Mbp
SLC2A10	2460.0246/1Mbp
RIMS4	2460.0246/1Mbp
MED4	2460.0246/1Mbp
UBE3C	2460.0246/1Mbp
LAMB4	2459.3265/1Mbp
SERPINA5	2457.0025/1Mbp
CCBE1	2457.0025/1Mbp
LMX1B	2457.0025/1Mbp
BHMT	2457.0025/1Mbp
TRERF1	2457.0025/1Mbp
REN	2457.0025/1Mbp
SLC1A3	2455.4942/1Mbp
ABCG1	2454.5901/1Mbp
GPR156	2453.9877/1Mbp
PCDHA6	2453.5577/1Mbp
ATXN1	2450.9804/1Mbp
PCDH20	2450.9804/1Mbp
ZCCHC9	2450.9804/1Mbp
AADACL4	2450.9804/1Mbp
FABP5	2450.9804/1Mbp
ZNF280B	2450.9804/1Mbp
GDF11	2450.9804/1Mbp
H3F3C	2450.9804/1Mbp
PSMF1	2450.9804/1Mbp
RBP5	2450.9804/1Mbp
HSPA9	2450.9804/1Mbp
CD200R1L	2450.9804/1Mbp
IQGAP3	2450.9804/1Mbp
KCNK10	2450.9804/1Mbp
ACRBP	2450.9804/1Mbp
LGALS1	2450.9804/1Mbp
RPL32	2450.9804/1Mbp
DNMT1	2449.4795/1Mbp
MBD1	2447.3813/1Mbp
TRAK1	2445.8421/1Mbp
SLC35F1	2444.9878/1Mbp
DLG3	2444.9878/1Mbp
ZFP64	2443.7928/1Mbp
CIZ1	2443.281/1Mbp
CACNA2D1	2442.0024/1Mbp
PCDHB1	2442.0024/1Mbp
SRSF5	2442.0024/1Mbp
CENPV	2442.0024/1Mbp
ABT1	2442.0024/1Mbp
IL2RA	2442.0024/1Mbp
ZNF548	2442.0024/1Mbp
KCNV2	2442.0024/1Mbp
CH25H	2442.0024/1Mbp
RSPO3	2442.0024/1Mbp
OIT3	2442.0024/1Mbp
SYPL2	2442.0024/1Mbp
PTPRD	2439.4494/1Mbp
PLEKHO1	2439.0244/1Mbp
RAD23B	2439.0244/1Mbp
TUFT1	2439.0244/1Mbp
MFAP3L	2439.0244/1Mbp
FAM175A	2439.0244/1Mbp
ZHX3	2438.1749/1Mbp
TBX4	2437.5381/1Mbp
ABLIM3	2436.6472/1Mbp
MAGEE1	2435.6298/1Mbp
COL21A1	2435.6298/1Mbp
ENPEP	2435.6298/1Mbp
SPINK5	2435.312/1Mbp
MARVELD3	2433.09/1Mbp
ARHGAP36	2433.09/1Mbp
SCFD2	2433.09/1Mbp
IP6K3	2433.09/1Mbp
PCP2	2433.09/1Mbp
HVCN1	2433.09/1Mbp
CCNE1	2433.09/1Mbp
NKX2-2	2433.09/1Mbp
KITLG	2433.09/1Mbp
NECAP2	2433.09/1Mbp
LGALS7B	2433.09/1Mbp
PAFAH1B1	2433.09/1Mbp
CT62	2433.09/1Mbp
CAPN3	2433.09/1Mbp
PSORS1C2	2433.09/1Mbp
RPS19BP1	2433.09/1Mbp
SLITRK5	2433.09/1Mbp
HIST2H3D	2433.09/1Mbp
CHODL	2433.09/1Mbp
TDG	2433.09/1Mbp
H3F3B	2433.09/1Mbp
HIST1H3B	2433.09/1Mbp
UPK1A	2433.09/1Mbp
MON1B	2433.09/1Mbp
SERPINI1	2433.09/1Mbp
DNAJC27	2433.09/1Mbp
TMEM202	2433.09/1Mbp
BMPER	2429.5432/1Mbp
ALDH5A1	2428.6582/1Mbp
ASAH1	2427.1845/1Mbp
ANKRD20A3	2427.1845/1Mbp
TPRX1	2427.1845/1Mbp
AJAP1	2427.1845/1Mbp
LDB1	2427.1845/1Mbp
CHST5	2427.1845/1Mbp
IL1RAPL2	2426.0068/1Mbp
UQCRFS1	2424.2424/1Mbp
ADAM17	2424.2424/1Mbp
MALT1	2424.2424/1Mbp
NID2	2422.4806/1Mbp
TGM2	2422.4806/1Mbp
ZNF821	2421.3075/1Mbp
ADORA2A	2421.3075/1Mbp
CTSD	2421.3075/1Mbp
MLNR	2421.3075/1Mbp
NHS	2421.3075/1Mbp
FN1	2421.3075/1Mbp
ASCC3	2420.9411/1Mbp
USP11	2420.4703/1Mbp
ZNF382	2419.8427/1Mbp
SCLT1	2418.9647/1Mbp
SCEL	2418.9647/1Mbp
FAM171B	2418.3797/1Mbp
PAPPA2	2418.1548/1Mbp
TRIM37	2417.962/1Mbp
USP7	2417.6488/1Mbp
WDR72	2417.6488/1Mbp
PROSC	2415.4589/1Mbp
CLEC12A	2415.4589/1Mbp
BOLA1	2415.4589/1Mbp
EBF3	2415.4589/1Mbp
FAM8A1	2415.4589/1Mbp
GOLGA7	2415.4589/1Mbp
PIRT	2415.4589/1Mbp
NPHS1	2415.4589/1Mbp
PALMD	2415.4589/1Mbp
ORAOV1	2415.4589/1Mbp
ROS1	2413.4015/1Mbp
BTBD11	2413.273/1Mbp
CDH22	2412.5452/1Mbp
FCHSD1	2411.9633/1Mbp
COL14A1	2411.4265/1Mbp
LRRC31	2411.091/1Mbp
SPTLC3	2411.091/1Mbp
EIF3A	2410.2193/1Mbp
CDH16	2409.6386/1Mbp
IDH1	2409.6386/1Mbp
VSIG8	2409.6386/1Mbp
LRRC49	2408.4778/1Mbp
NOBOX	2408.4778/1Mbp
ZNF770	2408.4778/1Mbp
PKD2	2407.9807/1Mbp
SOX21	2406.7389/1Mbp
PAK1	2406.7389/1Mbp
AKT1S1	2406.7389/1Mbp
RCOR3	2406.7389/1Mbp
IL20RA	2406.7389/1Mbp
PIGX	2406.7389/1Mbp
TMEM71	2406.7389/1Mbp
GUCY2F	2404.5687/1Mbp
DISP1	2404.3716/1Mbp
CSNK1D	2403.8462/1Mbp
USP40	2403.8462/1Mbp
SERPINI2	2403.8462/1Mbp
C3	2403.8462/1Mbp
ACTL7B	2403.8462/1Mbp
EGFL6	2402.4024/1Mbp
ZNF205	2402.4024/1Mbp
GMPS	2401.537/1Mbp
KAT2B	2400.9604/1Mbp
RCSD1	2398.0815/1Mbp
CNNM1	2398.0815/1Mbp
RPH3A	2398.0815/1Mbp
COLEC10	2398.0815/1Mbp
IPMK	2398.0815/1Mbp
HCFC1R1	2398.0815/1Mbp
RCAN1	2398.0815/1Mbp
UCMA	2398.0815/1Mbp
C5orf38	2398.0815/1Mbp
CCDC110	2398.0815/1Mbp
CNGA3	2398.0815/1Mbp
NAA25	2398.0815/1Mbp
DAB1	2398.0815/1Mbp
M6PR	2398.0815/1Mbp
CLPP	2398.0815/1Mbp
LACRT	2398.0815/1Mbp
ALG2	2398.0815/1Mbp
RASA3	2395.2096/1Mbp
EML1	2395.2096/1Mbp
MAGED1	2395.2096/1Mbp
LMBRD2	2394.636/1Mbp
KCNQ4	2394.636/1Mbp
KIF16B	2392.917/1Mbp
CPB1	2392.3445/1Mbp
PGK1	2392.3445/1Mbp
SEC14L5	2391.2004/1Mbp
IL1RAPL1	2391.2004/1Mbp
ZSWIM3	2391.2004/1Mbp
RAB40B	2389.4863/1Mbp
LGI1	2389.4863/1Mbp
MFSD5	2389.4863/1Mbp
GPM6A	2389.4863/1Mbp
TMTC2	2389.4863/1Mbp
HAUS1	2389.4863/1Mbp
ZNF418	2387.7746/1Mbp
WDR49	2387.7746/1Mbp
TMEM168	2387.7746/1Mbp
CATSPERB	2387.3471/1Mbp
EVL	2386.6348/1Mbp
AVPR1A	2386.6348/1Mbp
RASSF5	2386.6348/1Mbp
RAD52	2386.6348/1Mbp
ACPP	2386.6348/1Mbp
SERPINF1	2386.6348/1Mbp
GLYR1	2385.2117/1Mbp
LIN9	2385.2117/1Mbp
ARHGEF3	2385.2117/1Mbp
GLUD2	2385.2117/1Mbp
CERKL	2385.2117/1Mbp
KLHL23	2385.2117/1Mbp
TSGA10	2384.3586/1Mbp
LAMA1	2384.0485/1Mbp
HRASLS5	2380.9524/1Mbp
TAS1R2	2380.9524/1Mbp
RNF130	2380.9524/1Mbp
LSM4	2380.9524/1Mbp
C9	2380.9524/1Mbp
KCNJ5	2380.9524/1Mbp
ZBBX	2380.9524/1Mbp
BARX2	2380.9524/1Mbp
HRC	2380.9524/1Mbp
BRF2	2380.9524/1Mbp
CCDC117	2380.9524/1Mbp
HPS1	2377.5559/1Mbp
SCML2	2377.5559/1Mbp
ACOX3	2377.5559/1Mbp
MYT1	2376.7083/1Mbp
DCP2	2375.2969/1Mbp
VEGFC	2375.2969/1Mbp
ZNF362	2375.2969/1Mbp
RBM22	2375.2969/1Mbp
TAS1R1	2375.2969/1Mbp
PPP1R3A	2374.5919/1Mbp
SLC9A6	2374.169/1Mbp
SDHB	2372.4792/1Mbp
TMX1	2372.4792/1Mbp
TUB	2372.4792/1Mbp
FHL3	2372.4792/1Mbp
CCDC106	2372.4792/1Mbp
CLEC1A	2372.4792/1Mbp
ABCC2	2371.7119/1Mbp
TRMU	2369.6682/1Mbp
PIP4K2C	2369.6682/1Mbp
PLCG2	2369.6682/1Mbp
MEIS3	2369.6682/1Mbp
BEND5	2369.6682/1Mbp
NR3C2	2368.8663/1Mbp
AK5	2368.2652/1Mbp
PLAT	2368.2652/1Mbp
TAP2	2367.4242/1Mbp
EIF4ENIF1	2366.4638/1Mbp
ARHGAP33	2366.1639/1Mbp
ACOT13	2364.0662/1Mbp
ZKSCAN1	2364.0662/1Mbp
ZNF620	2364.0662/1Mbp
CD37	2364.0662/1Mbp
NXT1	2364.0662/1Mbp
TPD52L3	2364.0662/1Mbp
B3GALT2	2364.0662/1Mbp
CXCL12	2364.0662/1Mbp
ZNF420	2364.0662/1Mbp
PSMD11	2364.0662/1Mbp
SNCA	2364.0662/1Mbp
HDLBP	2364.0662/1Mbp
MAPRE3	2364.0662/1Mbp
PFN2	2364.0662/1Mbp
HTR1A	2364.0662/1Mbp
CCDC126	2364.0662/1Mbp
C6orf10	2364.0662/1Mbp
UBE2Q1	2364.0662/1Mbp
SERPINA11	2364.0662/1Mbp
CTNNBL1	2364.0662/1Mbp
C14orf1	2364.0662/1Mbp
CPNE8	2359.882/1Mbp
PRR5-ARHGAP8	2359.882/1Mbp
OXER1	2358.4906/1Mbp
NUPL2	2358.4906/1Mbp
TNFRSF19	2358.4906/1Mbp
FBXL2	2358.4906/1Mbp
SLC44A2	2357.3786/1Mbp
AQP6	2355.7126/1Mbp
CRNKL1	2355.7126/1Mbp
RAD1	2355.7126/1Mbp
HMGN5	2355.7126/1Mbp
VCAN	2355.0191/1Mbp
RASGRF1	2354.7881/1Mbp
SHKBP1	2354.049/1Mbp
ATP11C	2353.6334/1Mbp
MAPK9	2352.9412/1Mbp
AVPR1B	2352.9412/1Mbp
ZAR1	2352.9412/1Mbp
PAM	2352.1505/1Mbp
KIRREL2	2350.7287/1Mbp
SNX19	2349.7818/1Mbp
NCKAP1	2349.486/1Mbp
LAMA2	2348.1695/1Mbp
NCSTN	2347.4178/1Mbp
C3orf22	2347.4178/1Mbp
PGM5	2347.4178/1Mbp
CLP1	2347.4178/1Mbp
CST1	2347.4178/1Mbp
XIRP2	2347.4178/1Mbp
LCTL	2347.4178/1Mbp
SYT6	2347.4178/1Mbp
LHB	2347.4178/1Mbp
TANK	2347.4178/1Mbp
CST4	2347.4178/1Mbp
ABHD2	2347.4178/1Mbp
SUMO3	2347.4178/1Mbp
FILIP1L	2347.4178/1Mbp
SYT4	2347.4178/1Mbp
ARAP2	2346.0411/1Mbp
ZSCAN29	2344.6659/1Mbp
PIWIL4	2344.6659/1Mbp
TGM7	2344.1163/1Mbp
APBB1	2344.1163/1Mbp
TRIM9	2344.1163/1Mbp
KALRN	2343.4884/1Mbp
TRAF3	2343.2923/1Mbp
ZNF675	2343.2923/1Mbp
CES1	2343.2923/1Mbp
TRAF5	2343.2923/1Mbp
TTC37	2342.918/1Mbp
FCRLB	2341.9204/1Mbp
AKAP3	2341.9204/1Mbp
SPTA1	2341.5978/1Mbp
SLC12A5	2339.1813/1Mbp
NIPSNAP1	2339.1813/1Mbp
RGAG4	2339.1813/1Mbp
SIX1	2339.1813/1Mbp
TPM1	2339.1813/1Mbp
ZNF484	2339.1813/1Mbp
TMEM55B	2339.1813/1Mbp
RBL2	2339.1813/1Mbp
BMS1	2338.2697/1Mbp
DDR2	2336.4486/1Mbp
FLOT1	2336.4486/1Mbp
BICD2	2336.4486/1Mbp
ZNF134	2336.4486/1Mbp
EPHA7	2335.669/1Mbp
PGM3	2335.0846/1Mbp
CDKL2	2335.0846/1Mbp
ZNF430	2335.0846/1Mbp
ZNF423	2334.6304/1Mbp
RHBDF2	2333.7223/1Mbp
HYOU1	2333.3333/1Mbp
SCUBE2	2333.3333/1Mbp
ANKRD50	2331.0023/1Mbp
RPS20	2331.0023/1Mbp
MRPS18C	2331.0023/1Mbp
LALBA	2331.0023/1Mbp
PRDM14	2331.0023/1Mbp
ARL13B	2331.0023/1Mbp
DDAH2	2331.0023/1Mbp
GMFB	2331.0023/1Mbp
TPM3	2331.0023/1Mbp
SNW1	2331.0023/1Mbp
POLR2D	2331.0023/1Mbp
C1orf115	2331.0023/1Mbp
ATP5G3	2331.0023/1Mbp
ATRN	2331.0023/1Mbp
ACSS2	2331.0023/1Mbp
CST8	2331.0023/1Mbp
CST5	2331.0023/1Mbp
GCNT1	2331.0023/1Mbp
TXNL4A	2331.0023/1Mbp
MAN2A1	2328.9665/1Mbp
PHC2	2328.2887/1Mbp
EXD1	2326.9343/1Mbp
GPC5	2326.9343/1Mbp
SMCHD1	2326.3543/1Mbp
NWD1	2326.1224/1Mbp
ACTL6A	2325.5814/1Mbp
TNIP2	2325.5814/1Mbp
MAGEA11	2325.5814/1Mbp
SMAP2	2325.5814/1Mbp
MBD6	2324.0372/1Mbp
ZNF10	2322.8804/1Mbp
PDE6A	2322.8804/1Mbp
HAAO	2322.8804/1Mbp
CYBRD1	2322.8804/1Mbp
CAPZA2	2322.8804/1Mbp
CLN8	2322.8804/1Mbp
FRMPD1	2322.1448/1Mbp
FBXO42	2321.2628/1Mbp
ZNF470	2321.2628/1Mbp
PCDH19	2320.8587/1Mbp
MRPS5	2320.1856/1Mbp
IL12RB2	2317.4971/1Mbp
IL1RL2	2314.8148/1Mbp
MANSC1	2314.8148/1Mbp
DLX3	2314.8148/1Mbp
EIF5	2314.8148/1Mbp
PCDHAC2	2314.8148/1Mbp
SLC31A2	2314.8148/1Mbp
RELN	2311.4707/1Mbp
CCNA2	2309.4688/1Mbp
CLUAP1	2309.4688/1Mbp
NRAP	2309.4688/1Mbp
L1TD1	2309.4688/1Mbp
LRRFIP2	2308.4026/1Mbp
EIF2B5	2308.4026/1Mbp
EPB42	2308.4026/1Mbp
HMOX1	2306.8051/1Mbp
STX1A	2306.8051/1Mbp
RHOXF2B	2306.8051/1Mbp
NELL2	2306.8051/1Mbp
MORF4L2	2306.8051/1Mbp
NAA15	2306.8051/1Mbp
CLCN3	2306.8051/1Mbp
IMPA2	2306.8051/1Mbp
STX2	2306.8051/1Mbp
OTUD6A	2306.8051/1Mbp
RAPGEF4	2305.6653/1Mbp
ADAM21	2305.2098/1Mbp
ACSL6	2305.2098/1Mbp
CXorf36	2304.1475/1Mbp
SP140	2304.1475/1Mbp
APOL5	2304.1475/1Mbp
GPR22	2304.1475/1Mbp
ZSCAN4	2304.1475/1Mbp
HACL1	2302.821/1Mbp
EDEM2	2302.821/1Mbp
VPS52	2302.0258/1Mbp
AK7	2302.0258/1Mbp
ZFP28	2301.496/1Mbp
DUSP27	2300.8341/1Mbp
IL9	2298.8506/1Mbp
PIK3R1	2298.8506/1Mbp
SLAMF9	2298.8506/1Mbp
NDUFA13	2298.8506/1Mbp
IGF2BP3	2298.8506/1Mbp
CCDC58	2298.8506/1Mbp
STX3	2298.8506/1Mbp
FABP3	2298.8506/1Mbp
PBX3	2298.8506/1Mbp
CDKAL1	2298.8506/1Mbp
PPA1	2298.8506/1Mbp
HSPB11	2298.8506/1Mbp
SRP19	2298.8506/1Mbp
SF3B1	2298.8506/1Mbp
DLX5	2298.8506/1Mbp
ENO3	2298.8506/1Mbp
TEAD4	2298.8506/1Mbp
AHCY	2298.8506/1Mbp
FBXL21	2298.8506/1Mbp
ENO2	2298.8506/1Mbp
PRDM10	2296.8705/1Mbp
NCAPG	2296.5879/1Mbp
EPAS1	2296.2113/1Mbp
PTPRC	2295.3328/1Mbp
ZNF678	2294.8939/1Mbp
SMG5	2294.3297/1Mbp
ZDHHC23	2293.578/1Mbp
T	2293.578/1Mbp
RASSF9	2293.578/1Mbp
ACTL7A	2293.578/1Mbp
TEKT4	2293.578/1Mbp
PHF20L1	2292.076/1Mbp
ECHS1	2290.9507/1Mbp
ARMC3	2290.9507/1Mbp
CA8	2290.9507/1Mbp
TSNAX	2290.9507/1Mbp
KLHL38	2290.9507/1Mbp
HOXD8	2290.9507/1Mbp
CREG2	2290.9507/1Mbp
FZD10	2290.9507/1Mbp
ANKRD6	2289.3773/1Mbp
FBN2	2288.5914/1Mbp
FBXL20	2288.3295/1Mbp
ZNF101	2288.3295/1Mbp
SLC17A9	2288.3295/1Mbp
PAX6	2288.3295/1Mbp
STK31	2287.5817/1Mbp
PHF3	2287.5817/1Mbp
MMP14	2287.0212/1Mbp
HGF	2286.2369/1Mbp
HOOK1	2286.2369/1Mbp
TNKS2	2285.0614/1Mbp
VPREB1	2283.105/1Mbp
MCM10	2283.105/1Mbp
UBE3A	2283.105/1Mbp
CST7	2283.105/1Mbp
CPA6	2283.105/1Mbp
EME1	2283.105/1Mbp
ASGR1	2283.105/1Mbp
SYNJ2BP	2283.105/1Mbp
TMEM38B	2283.105/1Mbp
LRTOMT	2283.105/1Mbp
MCPH1	2283.105/1Mbp
TBK1	2283.105/1Mbp
DUSP13	2283.105/1Mbp
CEP164	2281.5423/1Mbp
SLCO1C1	2279.9818/1Mbp
MAGI1	2278.4233/1Mbp
GCDH	2277.9043/1Mbp
VIPR2	2277.9043/1Mbp
THBS1	2277.2559/1Mbp
PBXIP1	2276.867/1Mbp
PLA2R1	2276.867/1Mbp
CSRNP3	2275.3129/1Mbp
FAM84A	2275.3129/1Mbp
AQP3	2275.3129/1Mbp
BCDIN3D	2275.3129/1Mbp
FAM13C	2275.3129/1Mbp
CNOT8	2275.3129/1Mbp
MLEC	2275.3129/1Mbp
GAD2	2275.3129/1Mbp
PSMC3	2272.7273/1Mbp
MANBA	2272.7273/1Mbp
SEPT11	2272.7273/1Mbp
FOXD4	2272.7273/1Mbp
PNMAL1	2272.7273/1Mbp
COL3A1	2272.2109/1Mbp
CTPS2	2271.4367/1Mbp
FOXK1	2270.663/1Mbp
KDM3B	2270.1476/1Mbp
WDFY3	2268.2166/1Mbp
PAGE1	2267.5737/1Mbp
OMG	2267.5737/1Mbp
MORN4	2267.5737/1Mbp
RPS16	2267.5737/1Mbp
TMEM207	2267.5737/1Mbp
CPXM1	2267.5737/1Mbp
SNX31	2267.5737/1Mbp
TNFRSF10B	2267.5737/1Mbp
IL13	2267.5737/1Mbp
C15orf59	2267.5737/1Mbp
CEACAM21	2267.5737/1Mbp
GPR180	2267.5737/1Mbp
SLC48A1	2267.5737/1Mbp
C11orf57	2267.5737/1Mbp
GORASP1	2267.5737/1Mbp
SPDYC	2267.5737/1Mbp
MED9	2267.5737/1Mbp
CDA	2267.5737/1Mbp
ELMOD2	2267.5737/1Mbp
SDR39U1	2267.5737/1Mbp
SCTR	2267.5737/1Mbp
TMEM107	2267.5737/1Mbp
PIP	2267.5737/1Mbp
CHD4	2265.203/1Mbp
FBXL13	2264.4928/1Mbp
APOB	2264.0958/1Mbp
CCIN	2263.7238/1Mbp
ZNF599	2263.7238/1Mbp
UBXN6	2262.4434/1Mbp
RTN4RL1	2262.4434/1Mbp
ABCC4	2262.4434/1Mbp
SHF	2262.4434/1Mbp
LRRC17	2262.4434/1Mbp
CCDC91	2262.4434/1Mbp
RARRES1	2259.887/1Mbp
ZBTB46	2259.887/1Mbp
MPPED2	2259.887/1Mbp
KLHL25	2259.887/1Mbp
C8orf74	2259.887/1Mbp
C5orf51	2259.887/1Mbp
GLYATL2	2259.887/1Mbp
ASB9	2259.887/1Mbp
DNER	2258.3559/1Mbp
RNF17	2257.7997/1Mbp
RSAD1	2257.3363/1Mbp
PDE8B	2257.3363/1Mbp
NLRP11	2256.6086/1Mbp
CHRM3	2256.0632/1Mbp
ANKRD13A	2256.0632/1Mbp
SBSN	2256.0632/1Mbp
NAPA	2252.2523/1Mbp
UBE2D4	2252.2523/1Mbp
BBS9	2252.2523/1Mbp
ZWILCH	2252.2523/1Mbp
MAP1LC3C	2252.2523/1Mbp
RGR	2252.2523/1Mbp
UBE2D1	2252.2523/1Mbp
HMGA2	2252.2523/1Mbp
SULT1A1	2252.2523/1Mbp
C11orf71	2252.2523/1Mbp
C7orf34	2252.2523/1Mbp
DRD2	2252.2523/1Mbp
ZNF713	2252.2523/1Mbp
C5orf49	2252.2523/1Mbp
POLE3	2252.2523/1Mbp
RNASE4	2252.2523/1Mbp
FHIT	2252.2523/1Mbp
KRT222	2252.2523/1Mbp
EDDM3A	2252.2523/1Mbp
SLC26A2	2252.2523/1Mbp
PTH	2252.2523/1Mbp
ANG	2252.2523/1Mbp
CGA	2252.2523/1Mbp
CCNG1	2252.2523/1Mbp
PLSCR3	2252.2523/1Mbp
SOS2	2250.5626/1Mbp
FOXP2	2249.2128/1Mbp
RNF180	2248.4542/1Mbp
ATIC	2248.4542/1Mbp
TSKS	2248.4542/1Mbp
GBP1	2248.4542/1Mbp
SLC6A20	2248.4542/1Mbp
CD55	2247.191/1Mbp
FADS2	2247.191/1Mbp
ZNF506	2247.191/1Mbp
KIR3DL1	2247.191/1Mbp
ERCC5	2246.56/1Mbp
NCAPH	2246.1815/1Mbp
BMPR2	2245.7491/1Mbp
GLYAT	2244.6689/1Mbp
LINGO4	2244.6689/1Mbp
ZNF284	2244.6689/1Mbp
BLVRA	2244.6689/1Mbp
TMX2	2244.6689/1Mbp
MRPS2	2244.6689/1Mbp
TMEM156	2244.6689/1Mbp
BTG3	2244.6689/1Mbp
PRKD3	2244.6689/1Mbp
FCRL3	2243.1584/1Mbp
FAF2	2242.1525/1Mbp
C10orf88	2242.1525/1Mbp
SAMD14	2242.1525/1Mbp
BCKDHA	2242.1525/1Mbp
TUBB2B	2242.1525/1Mbp
LRRK2	2241.5612/1Mbp
USP21	2240.8964/1Mbp
SETD3	2240.8964/1Mbp
FIP1L1	2240.8964/1Mbp
TDRD1	2240.8964/1Mbp
THNSL1	2240.1434/1Mbp
MC2R	2237.1365/1Mbp
ZNF317	2237.1365/1Mbp
PHYHD1	2237.1365/1Mbp
GRP	2237.1365/1Mbp
PRR13	2237.1365/1Mbp
TUBB6	2237.1365/1Mbp
STX4	2237.1365/1Mbp
MRPL27	2237.1365/1Mbp
ZNF440	2237.1365/1Mbp
C2orf40	2237.1365/1Mbp
TUBAL3	2237.1365/1Mbp
TRIM52	2237.1365/1Mbp
LYZL6	2237.1365/1Mbp
GTSF1L	2237.1365/1Mbp
RAMP1	2237.1365/1Mbp
PLA2G1B	2237.1365/1Mbp
CLEC18C	2237.1365/1Mbp
RPS6KA6	2234.1376/1Mbp
TKTL1	2233.3892/1Mbp
NET1	2233.3892/1Mbp
PRKCI	2233.3892/1Mbp
GRAMD3	2232.1429/1Mbp
FBXO9	2232.1429/1Mbp
CCKBR	2232.1429/1Mbp
TBL2	2232.1429/1Mbp
PPP2R2C	2232.1429/1Mbp
TOPORS	2230.7202/1Mbp
ATP5C1	2229.6544/1Mbp
GAN	2229.6544/1Mbp
CDK2	2229.6544/1Mbp
MPP2	2229.6544/1Mbp
FAM83C	2228.164/1Mbp
OSBPL11	2228.164/1Mbp
TRMT12	2227.1715/1Mbp
SEPHS2	2227.1715/1Mbp
NCEH1	2227.1715/1Mbp
ST18	2226.4631/1Mbp
IQCB1	2225.9321/1Mbp
ARHGAP24	2225.1891/1Mbp
RGS3	2224.0756/1Mbp
MYO9A	2223.094/1Mbp
NMRAL1	2222.2222/1Mbp
F11R	2222.2222/1Mbp
OOEP	2222.2222/1Mbp
LILRA5	2222.2222/1Mbp
PTGS1	2222.2222/1Mbp
HYLS1	2222.2222/1Mbp
NOX4	2222.2222/1Mbp
CD300A	2222.2222/1Mbp
ITGA5	2222.2222/1Mbp
NHEJ1	2222.2222/1Mbp
LZTFL1	2222.2222/1Mbp
ANAPC7	2222.2222/1Mbp
CAPZA3	2222.2222/1Mbp
SLC6A1	2222.2222/1Mbp
PLA2G4A	2222.2222/1Mbp
KRT37	2222.2222/1Mbp
RRM2	2222.2222/1Mbp
CLEC2B	2222.2222/1Mbp
KIAA0319L	2222.2222/1Mbp
COL5A2	2222.2222/1Mbp
MRPL20	2222.2222/1Mbp
CHCHD10	2222.2222/1Mbp
SENP7	2220.1078/1Mbp
KLHL24	2218.5247/1Mbp
BRWD3	2218.5247/1Mbp
KRT25	2217.2949/1Mbp
PDE7B	2217.2949/1Mbp
GIMAP7	2214.8394/1Mbp
RPSA	2214.8394/1Mbp
TOP1MT	2214.8394/1Mbp
DHRS2	2214.8394/1Mbp
CEACAM19	2214.8394/1Mbp
TPCN2	2213.3687/1Mbp
MYBL1	2213.3687/1Mbp
SNX7	2212.3894/1Mbp
ZNF808	2212.3894/1Mbp
RBFOX2	2212.3894/1Mbp
CHRDL2	2212.3894/1Mbp
ISPD	2212.3894/1Mbp
SLC13A3	2211.1664/1Mbp
CKAP4	2211.1664/1Mbp
PPEF2	2210.4332/1Mbp
SOX30	2210.4332/1Mbp
MTF1	2210.4332/1Mbp
EPHB2	2209.596/1Mbp
COL6A6	2208.4806/1Mbp
FREM2	2208.2019/1Mbp
TCEA1	2207.5055/1Mbp
GYPA	2207.5055/1Mbp
RNASE6	2207.5055/1Mbp
PDE6D	2207.5055/1Mbp
PDCL	2207.5055/1Mbp
MTM1	2207.5055/1Mbp
HSPB3	2207.5055/1Mbp
CMC1	2207.5055/1Mbp
LY6G5C	2207.5055/1Mbp
HAVCR2	2207.5055/1Mbp
PLAC4	2207.5055/1Mbp
TMEM218	2207.5055/1Mbp
ANKRD33	2207.5055/1Mbp
ANKRD29	2207.5055/1Mbp
DHRS4L1	2207.5055/1Mbp
ASPM	2204.332/1Mbp
NTN1	2203.8567/1Mbp
ME3	2203.8567/1Mbp
EBF1	2203.8567/1Mbp
ENTPD7	2203.8567/1Mbp
PCID2	2202.6432/1Mbp
AP4M1	2202.6432/1Mbp
PPP2R3C	2202.6432/1Mbp
MLH1	2201.6733/1Mbp
DNTTIP2	2201.6733/1Mbp
STC2	2200.22/1Mbp
PPM1D	2200.22/1Mbp
RGS4	2200.22/1Mbp
ADAMTS2	2200.22/1Mbp
NEK7	2200.22/1Mbp
DHRS3	2200.22/1Mbp
AP1AR	2200.22/1Mbp
KIRREL	2198.7687/1Mbp
GRM5	2198.4062/1Mbp
ADAM12	2197.8022/1Mbp
ACADM	2197.8022/1Mbp
ZBTB41	2197.8022/1Mbp
TAT	2197.8022/1Mbp
KIAA2022	2197.3193/1Mbp
DPY19L2	2195.8718/1Mbp
RAD54B	2195.3897/1Mbp
NLRP12	2195.0455/1Mbp
GPR158	2192.9825/1Mbp
TMEM14B	2192.9825/1Mbp
RPS13	2192.9825/1Mbp
OR4X2	2192.9825/1Mbp
PEA15	2192.9825/1Mbp
FPGT	2192.9825/1Mbp
METTL8	2192.9825/1Mbp
LEMD3	2192.9825/1Mbp
KIR3DL2	2192.9825/1Mbp
NPPA	2192.9825/1Mbp
SH3BP5	2192.9825/1Mbp
CDK4	2192.9825/1Mbp
TTC32	2192.9825/1Mbp
NPC2	2192.9825/1Mbp
